recording id,timestamp [ns],gaze x [px],gaze y [px],azimuth [deg],elevation [deg],worn,fixation id,blink id
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146043747071,594.73364,612.468,-14.219606,-2.143969,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146048756071,593.72736,607.58307,-14.28241,-1.8328675,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146053747071,590.45953,594.69275,-14.488531,-1.0121521,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146058747071,592.4209,597.83856,-14.363532,-1.2125429,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146063747071,591.1815,588.4681,-14.44141,-0.61617863,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146068747071,594.265,598.406,-14.245541,-1.2489,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146073758071,598.664,598.3097,-13.963734,-1.243347,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146078747071,596.7848,600.0938,-14.084505,-1.3566804,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146083752071,590.3992,601.51465,-14.493866,-1.446149,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146088748071,589.5677,599.84344,-14.546711,-1.3397074,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146093747071,588.39,601.7259,-14.622594,-1.4592699,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146098747071,594.68286,601.8686,-14.219579,-1.4693444,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146103747071,594.8549,606.1675,-14.209737,-1.7429891,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146108747071,596.1599,597.6615,-14.124004,-1.201758,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146113757071,594.24567,604.1377,-14.248183,-1.6136868,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146118747071,592.69366,598.8926,-14.346286,-1.2796495,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146123872071,595.8349,606.635,-14.147097,-1.7729326,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146128874071,594.0038,606.053,-14.264228,-1.7355441,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146133760071,591.4814,598.57526,-14.423862,-1.2592956,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146138871071,586.036,602.65424,-14.773589,-1.5179206,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146143872071,586.0469,602.9982,-14.772988,-1.5397978,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146148878071,586.4662,602.826,-14.746084,-1.5289173,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146153871071,590.09,599.4844,-14.513174,-1.3169423,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146158872071,590.8708,595.54333,-14.462351,-1.0663154,1.0,1,
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146163871071,587.60236,596.0857,-14.671758,-1.1004254,1.0,1,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146168871071,588.7342,595.4159,-14.599153,-1.0579621,1.0,1,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146173871071,588.996,594.36383,-14.5822,-0.99106723,1.0,1,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146178871071,585.3051,592.41034,-14.818204,-0.8664573,1.0,1,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146183871071,586.0192,593.04047,-14.772578,-0.9065915,1.0,1,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146188871071,586.55994,584.0168,-14.7369585,-0.33280095,1.0,1,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146193871071,583.34534,593.1545,-14.94379,-0.9135719,1.0,1,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146198871071,580.1222,629.4221,-15.163832,-3.217736,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146203877071,577.6393,647.6873,-15.335754,-4.376826,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146208871071,597.22705,631.26044,-14.06855,-3.3408024,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146213882071,588.6257,613.27356,-14.611215,-2.1937816,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146218871071,601.22455,606.6871,-13.80179,-1.7772492,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146223873071,589.44403,694.3507,-14.627013,-7.3486686,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146228871071,621.7046,633.5952,-12.499559,-3.4980266,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146233871071,585.424,713.96985,-14.914154,-8.591121,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146238876071,614.387,637.9203,-12.971608,-3.771316,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146243871071,673.79974,657.9589,-9.164058,-5.0743523,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146248871071,604.5364,699.61066,-13.661833,-7.6951504,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146253871071,727.4791,620.55945,-5.6953664,-2.6861765,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146258996071,677.04144,572.9394,-8.934167,0.37486124,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146264000071,634.8847,586.2234,-11.640308,-0.4753538,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146268996071,690.66125,579.5959,-8.058988,-0.051984567,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146273996071,622.24054,388.55447,-12.625782,12.12784,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146278995071,681.6491,444.32364,-8.697426,8.618729,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146283995071,687.5366,461.25375,-8.302969,7.5376053,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146288995071,792.26526,480.99554,-1.5261168,6.298438,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146293995071,771.55725,418.6145,-2.8815815,10.306222,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146298995071,794.91876,418.4798,-1.3621309,10.319206,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146303995071,785.1425,370.61072,-2.0109441,13.390954,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146309012071,805.13666,397.06906,-0.69896054,11.695708,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146313999071,855.96954,387.82758,2.6218362,12.285754,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146318995071,810.2308,416.67374,-0.36602983,10.436597,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146323998071,798.12823,437.9264,-1.1510576,9.069596,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146328995071,856.1219,473.51804,2.6042144,6.7786484,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146333995071,870.8238,410.24265,3.580508,10.84304,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146338995071,835.1797,400.96024,1.2606206,11.445703,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146343995071,791.1671,395.47433,-1.6106951,11.796371,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146348995071,862.4431,440.9508,3.0229187,8.872101,1.0,,1
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1777340146353995071,893.3531,355.8451,5.0920763,14.323158,1.0,,1
