recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
3e62bb71-dc9a-4585-98d1-4262d162dcfb,2,1777340146198871071,1777340146459119071,260.248,20.416489,3260.0703,8755.54
3e62bb71-dc9a-4585-98d1-4262d162dcfb,3,1777340146654251071,1777340146679368071,25.117,1.8678215,1153.3079,1425.9596
3e62bb71-dc9a-4585-98d1-4262d162dcfb,4,1777340147480112071,1777340147660235071,180.123,2.5492325,2963.3945,6856.5107
3e62bb71-dc9a-4585-98d1-4262d162dcfb,5,1777340147820359071,1777340147855359071,35.0,4.0741405,1754.8242,2255.4377
3e62bb71-dc9a-4585-98d1-4262d162dcfb,6,1777340148250731071,1777340148310860071,60.129,12.931523,3448.9192,5951.646
3e62bb71-dc9a-4585-98d1-4262d162dcfb,7,1777340148490979071,1777340148541104071,50.125,13.072623,4071.3567,6559.944
3e62bb71-dc9a-4585-98d1-4262d162dcfb,8,1777340148936476071,1777340148971476071,35.0,2.8373244,1388.95,1757.8998
3e62bb71-dc9a-4585-98d1-4262d162dcfb,9,1777340149406859071,1777340149667096071,260.237,2.9829445,2833.441,8635.373
3e62bb71-dc9a-4585-98d1-4262d162dcfb,10,1777340149812220071,1777340149902344071,90.124,1.6923507,1265.5471,2172.447
3e62bb71-dc9a-4585-98d1-4262d162dcfb,11,1777340150267716071,1777340150412840071,145.124,3.4118633,1650.9701,4520.9487
3e62bb71-dc9a-4585-98d1-4262d162dcfb,12,1777340150673101071,1777340150708088071,34.987,3.2108982,1421.2036,2036.7413
3e62bb71-dc9a-4585-98d1-4262d162dcfb,13,1777340150868212071,1777340150918216071,50.004,15.561255,4846.7144,7723.3154
3e62bb71-dc9a-4585-98d1-4262d162dcfb,14,1777340152164453071,1777340152224452071,59.999,16.849419,3368.1238,6187.912
3e62bb71-dc9a-4585-98d1-4262d162dcfb,15,1777340152394576071,1777340152409701071,15.125,0.821682,995.97284,1079.0415
