time,description,position X,position Y,position Z,yawAngle,speedInKmPerHour,speedInMetresPerSecond,localAccelInMetresPerSecond2 X,localAccelInMetresPerSecond2 Y,bodyRotSpeedInRadsPerSecond Yaw,bodyRotAccelInRadsPerSecond Yaw,steering,appliedSteering,rawSteering,steeringVelocity,turningCurvature,throttle,appliedThrottle,rawThrottle,brake,appliedBrake,rawBrake,lightState,road,distanceAlongRoad,offsetFromLaneCenter,standardDeviationFromLaneCenter,distanceToFrontVehicle,TTCToFrontVehicle,laneNumber,laneWidth,laneDirection X,laneDirection Y,laneDirection Z,leftLaneOverLap,rightLaneOverLap
0.0,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.959961,3.141592654,0.000290772,8.08e-05,0.0,0,0.0,0.0,0.000918114,0.0,0.000918114,0.0,2.33e-10,0.0,0.0,0.0,0.307692319,0.0,0.307692319,,도로 1,500.0,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.01,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.959961,3.141592654,0.020292392,0.005636776,0.0,0,0.0,0.0,0.000918114,6.32e-09,0.000918114,0.0,2.33e-10,0.0,0.0,0.0,0.307692319,2.12e-06,0.307692319,,도로 1,500.0,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.02,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.960134,3.141592654,0.052912632,0.014697953,0.0,0,0.0,0.0,0.000918114,2.2e-07,0.000918114,0.0,2.33e-10,0.0,0.0,0.0,0.307692319,7.37e-05,0.307692319,,도로 1,500.000173,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.03,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.960439,3.141592654,0.095161859,0.02643385,0.0,0,0.0,0.0,0.000918114,5.91e-07,0.000918114,0.0,2.33e-10,0.0,0.0,0.0,0.307692319,0.000198219,0.307692319,,도로 1,500.0004781,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.04,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.960771,3.141592654,0.143442785,0.039845218,0.0,0,0.0,0.0,0.000917463,1.76e-06,0.000917463,0.0,2.33e-10,0.0,0.0,0.0,0.307692319,0.000591586,0.307692319,,도로 1,500.0008101,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.05,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.961106,3.141592654,0.191674583,0.05324294,0.0,0,0.0,0.0,0.000916559,3.27e-06,0.000916559,2.89e-05,2.33e-10,0.0,0.0,0.0,0.307692319,0.001097125,0.307692319,,도로 1,500.0011451,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.06,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.96148,3.141592654,0.23955116,0.066541989,0.0,0,0.0,0.0,0.000915482,5.11e-06,0.000915482,8.37e-05,2.33e-10,0.0,0.0,0.0,0.307692319,0.001717885,0.307692319,,도로 1,500.0015188,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.07,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.962522,3.141592654,0.285627578,0.079340994,0.0,0,0.0,0.0,0.000915482,7.62e-06,0.000915482,8.37e-05,2.33e-10,0.0,0.0,0.0,0.307692319,0.002562386,0.307692319,,도로 1,500.0025612,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.08,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.963352,3.141592654,0.330809067,0.091891408,0.0,0,0.0,0.0,0.000915482,1.06e-05,0.000915482,8.37e-05,2.33e-10,0.0,0.0,0.0,0.307692319,0.003546528,0.307692319,,도로 1,500.0033913,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.09,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.964152,3.141592654,0.375318555,0.104255154,0.0,0,0.0,0.0,0.000914266,1.38e-05,0.000914266,8.37e-05,2.33e-10,0.0,0.0,0.0,0.307692319,0.004640609,0.307692319,,도로 1,500.0041913,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.1,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.965175,3.141592654,0.419355714,0.116487698,0.0,0,0.0,0.0,0.000909906,1.72e-05,0.000909906,8.37e-05,2.33e-10,0.0,0.0,0.0,0.307692319,0.005821536,0.307692319,,도로 1,500.005214,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.11,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.966506,3.141592654,0.463266766,0.128685213,0.0,0,0.0,0.0,0.000909236,2.14e-05,0.000909236,0.000235283,2.33e-10,0.0,0.0,0.0,0.307692319,0.007243306,0.307692319,,도로 1,500.0065449,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.12,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.967882,3.141592654,0.50714415,0.140873375,0.0,0,0.0,0.0,0.000907531,2.59e-05,0.000907531,0.000335901,2.33e-10,0.0,0.0,0.0,0.307692319,0.008775189,0.307692319,,도로 1,500.0079212,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.13,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.969247,3.141592654,0.551007191,0.153057553,0.0,0,0.0,0.0,0.000903642,3.05e-05,0.000903642,0.000335901,2.33e-10,0.0,0.0,0.0,0.307692319,0.010393857,0.307692319,,도로 1,500.0092863,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.14,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.971028,3.141592654,0.594770585,0.165214051,0.0,0,0.0,0.0,0.000900533,3.61e-05,0.000900533,0.000335901,2.33e-10,0.0,0.0,0.0,0.307692319,0.012324269,0.307692319,,도로 1,500.0110675,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.15,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.972772,3.141592654,0.638340282,0.177316745,0.0,0,0.0,0.0,0.000899396,4.17e-05,0.000899396,0.000335901,2.33e-10,0.0,0.0,0.0,0.307692319,0.014281931,0.307692319,,도로 1,500.0128112,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.16,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.974582,3.141592654,0.681694516,0.189359588,0.0,0,0.0,0.0,0.000898264,4.76e-05,0.000898264,0.000370788,2.33e-10,0.0,0.0,0.0,0.307692319,0.016325236,0.307692319,,도로 1,500.0146208,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.17,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.976708,3.141592654,0.724673218,0.201298116,0.0,0,0.0,0.0,0.000893037,5.4e-05,0.000893037,0.000531847,2.33e-10,0.0,0.0,0.0,0.307692319,0.018621483,0.307692319,,도로 1,500.0167475,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.18,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.978772,3.141592654,0.767089499,0.213080416,0.0,0,0.0,0.0,0.000888548,6.05e-05,0.000888548,0.000557771,2.33e-10,0.0,0.0,0.0,0.307692319,0.020947436,0.307692319,,도로 1,500.0188111,0.0,0.0,NAN,NAN,1,4.524525642,-2.4e-05,0,1,0.0,0.0
0.19,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.980976,3.141592654,0.809060843,0.224739123,0.0,0,0.0,0.0,0.000884467,6.73e-05,0.000884467,0.000557771,2.33e-10,0.0,0.0,0.0,0.307692319,0.02340186,0.307692319,,도로 1,500.0210149,0.0,0.0,NAN,NAN,1,4.524525642,-2.41e-05,0,1,0.0,0.0
0.2,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.983398,3.141592654,0.850549092,0.236263637,0.0,0,0.0,0.0,0.000880768,7.45e-05,0.000880768,0.000557771,2.33e-10,0.0,0.0,0.0,0.307692319,0.026032258,0.307692319,,도로 1,500.0234371,0.0,0.0,NAN,NAN,1,4.524525642,-2.41e-05,0,1,0.0,0.0
0.21,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.985786,3.141592654,0.891048099,0.247513361,0.0,0,0.0,0.0,0.000880768,8.24e-05,0.000880768,0.000557771,2.33e-10,0.0,0.0,0.0,0.307692319,0.028770763,0.307692319,,도로 1,500.0258247,0.0,0.0,NAN,NAN,1,4.524525642,-2.41e-05,0,1,0.0,0.0
0.22,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.98815,3.141592654,0.930902081,0.258583911,0.0,0,0.0,0.0,0.000879115,9.03e-05,0.000879115,0.00062832,2.33e-10,0.0,0.0,0.0,0.307692319,0.031602015,0.307692319,,도로 1,500.0281891,0.0,0.0,NAN,NAN,1,4.524525642,-2.41e-05,0,1,0.0,0.0
0.23,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.990578,3.141592653,0.970124848,0.269479124,-4.51e-06,0,-1.56e-08,0.0,0.000876532,9.84e-05,0.000876532,0.00073858,-5.62e-05,0.0,0.0,0.0,0.307692319,0.034534861,0.307692319,,도로 1,500.0306173,0.0,0.0,NAN,NAN,1,4.524525642,-2.41e-05,0,1,0.0,0.0
0.24,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.993651,3.141592652,1.008226171,0.280062825,-4.48e-05,0,-1.56e-07,0.0,0.000876532,0.00010744,0.000876532,0.00073858,-0.000558237,0.0,0.0,0.0,0.307692319,0.037714912,0.307692319,,도로 1,500.0336904,0.0,0.0,NAN,NAN,1,4.524525642,-2.41e-05,0,1,0.0,0.0
0.25,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.996471,3.14159265,1.045351004,0.290375279,-5.77e-05,0,-2e-07,0.0,0.000875303,0.000116462,0.000875303,0.00073858,-0.000685286,0.0,0.0,0.0,0.307692319,0.040943122,0.307692319,,도로 1,500.0365104,0.0,0.0,NAN,NAN,1,4.524525642,-2.41e-05,0,1,0.0,0.0
0.26,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2499.999277,3.141592648,1.081657567,0.300460435,-5.77e-05,0,-2e-07,0.0,0.000873707,0.000125695,0.000873707,0.00073858,-0.000639298,0.0,0.0,0.0,0.307692319,0.044266719,0.307692319,,도로 1,500.0393163,0.0,0.0,NAN,NAN,1,4.524525642,-2.41e-05,0,1,0.0,0.0
0.27,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2500.00242,3.141592646,1.116790927,0.310219702,-5.77e-05,0,-2e-07,0.0,0.000872777,0.000135658,0.000872777,0.00073858,-0.000599518,0.0,0.0,0.0,0.307692319,0.047826182,0.307692319,,도로 1,500.0424587,0.0,0.0,NAN,NAN,1,4.524525642,-2.41e-05,0,1,0.0,0.0
0.28,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2500.005479,3.141592645,1.150520164,0.319588935,-5.77e-05,0,-2.6e-08,0.0,0.000871682,0.000145374,0.000871682,0.00085662,-0.000565222,0.0,0.0,0.0,0.307692319,0.051317298,0.307692319,,도로 1,500.0455181,0.0,0.0,NAN,NAN,1,4.524525642,-2.42e-05,0,1,0.0,0.0
0.29,[user's car] 차량 Coupe_LHD,4010.561768,5.5,2500.008691,3.141592646,1.183284235,0.328690065,8.79e-05,0,1.58e-07,2.8e-05,0.000870999,0.000155505,0.000870999,0.000942056,0.00074271,0.0,0.0,0.0,0.307692319,0.0549341,0.307692319,,도로 1,500.0487298,0.0,0.0,NAN,NAN,1,4.524525642,-2.42e-05,0,1,0.0,0.0
