recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1,1777340146163871071,1777340146524244071,360.373
3e62bb71-dc9a-4585-98d1-4262d162dcfb,2,1777340147454987071,1777340147750360071,295.373
3e62bb71-dc9a-4585-98d1-4262d162dcfb,3,1777340149386848071,1777340149697095071,310.247
3e62bb71-dc9a-4585-98d1-4262d162dcfb,4,1777340150252591071,1777340150537850071,285.259
3e62bb71-dc9a-4585-98d1-4262d162dcfb,5,1777340152514700071,1777340152774948071,260.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,6,1777340154886933071,1777340155177181071,290.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,7,1777340159316038071,1777340159591275071,275.237
3e62bb71-dc9a-4585-98d1-4262d162dcfb,8,1777340160297019071,1777340160517143071,220.124
3e62bb71-dc9a-4585-98d1-4262d162dcfb,9,1777340161152763071,1777340161393012071,240.249
3e62bb71-dc9a-4585-98d1-4262d162dcfb,10,1777340161843384071,1777340162093632071,250.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,11,1777340163279750071,1777340163554996071,275.246
3e62bb71-dc9a-4585-98d1-4262d162dcfb,12,1777340163635128071,1777340163940380071,305.252
3e62bb71-dc9a-4585-98d1-4262d162dcfb,13,1777340164726113071,1777340165056361071,330.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,14,1777340165146485071,1777340165421733071,275.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,15,1777340166717979071,1777340167003226071,285.247
3e62bb71-dc9a-4585-98d1-4262d162dcfb,16,1777340168024090071,1777340168274349071,250.259
3e62bb71-dc9a-4585-98d1-4262d162dcfb,17,1777340169015083071,1777340169270331071,255.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,18,1777340170536447071,1777340170786695071,250.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,19,1777340171332192071,1777340171572440071,240.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,20,1777340171822688071,1777340172072940071,250.252
3e62bb71-dc9a-4585-98d1-4262d162dcfb,21,1777340172813556071,1777340173068805071,255.249
3e62bb71-dc9a-4585-98d1-4262d162dcfb,22,1777340173594301071,1777340173869549071,275.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,23,1777340174209922071,1777340174495170071,285.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,24,1777340178704016071,1777340179019388071,315.372
3e62bb71-dc9a-4585-98d1-4262d162dcfb,25,1777340179564885071,1777340179815133071,250.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,26,1777340181481622071,1777340181726870071,245.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,27,1777340182392502071,1777340182662739071,270.237
3e62bb71-dc9a-4585-98d1-4262d162dcfb,28,1777340183263245071,1777340183543608071,280.363
3e62bb71-dc9a-4585-98d1-4262d162dcfb,29,1777340186211089071,1777340186491337071,280.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,30,1777340190004566071,1777340190174687071,170.121
3e62bb71-dc9a-4585-98d1-4262d162dcfb,31,1777340191090556071,1777340191290807071,200.251
3e62bb71-dc9a-4585-98d1-4262d162dcfb,32,1777340191711177071,1777340191951438071,240.261
3e62bb71-dc9a-4585-98d1-4262d162dcfb,33,1777340194193410071,1777340194463661071,270.251
3e62bb71-dc9a-4585-98d1-4262d162dcfb,34,1777340195234403071,1777340195499651071,265.248
3e62bb71-dc9a-4585-98d1-4262d162dcfb,35,1777340196360527071,1777340196545644071,185.117
