recording id,timestamp [ns]
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146061632e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146094975e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401461283172e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401461616602e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146195002e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146228345e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146261687e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146295029e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146328372e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401463617142e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401463950572e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146428399e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146461742e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146495084e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146528427e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146561769e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401465951112e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401466284541e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146661796e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146695139e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146728481e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146761824e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146795166e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401468285092e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401468618511e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146895193e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146928536e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146961878e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340146995221e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147028563e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401470619062e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401470952481e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147128591e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147161933e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147195276e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147228618e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401472619602e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401472953032e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147328645e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147361988e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.77734014739533e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147428673e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147462015e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147495358e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401475287002e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147562042e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147595385e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147628727e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.77734014766207e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147695412e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147728755e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401477620972e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.77734014779544e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147828782e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147862124e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147895467e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340147928809e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401479621522e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401479954941e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148028837e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148062179e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148095522e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148128864e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148162206e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401481955492e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401482288911e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148262234e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148295576e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148328919e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148362261e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148395604e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401484289462e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401484622881e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148495631e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148528973e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148562316e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148595658e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148629001e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401486623432e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401486956861e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148729028e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148762371e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148795713e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148829055e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148862398e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401488957402e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.7773401489290831e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148962425e+18
3e62bb71-dc9a-4585-98d1-4262d162dcfb,1.777340148995768e+18
