recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
b60b8918-719d-474c-bc87-7b7478d24056,8,1777344062233917351,1777344062274049351,40.132,7.281071,2915.1355,4102.999
b60b8918-719d-474c-bc87-7b7478d24056,9,1777344062494162351,1777344062634291351,140.129,27.319311,5507.6494,12586.666
b60b8918-719d-474c-bc87-7b7478d24056,10,1777344062774421351,1777344062834531351,60.11,15.1957855,3892.5342,6526.867
b60b8918-719d-474c-bc87-7b7478d24056,11,1777344063099777351,1777344063124776351,24.999,1.696993,1030.1089,1188.9777
b60b8918-719d-474c-bc87-7b7478d24056,12,1777344063785389351,1777344063890513351,105.124,10.827064,3925.037,7528.715
b60b8918-719d-474c-bc87-7b7478d24056,13,1777344064145758351,1777344064200757351,54.999,13.431111,3528.416,6261.759
b60b8918-719d-474c-bc87-7b7478d24056,14,1777344064941494351,1777344065001493351,59.999,15.873476,4160.619,7006.8804
b60b8918-719d-474c-bc87-7b7478d24056,15,1777344065256738351,1777344065291863351,35.125,3.7149212,1558.029,1993.1307
b60b8918-719d-474c-bc87-7b7478d24056,16,1777344065862364351,1777344065912358351,49.994,1.6268363,1550.0654,2613.6594
b60b8918-719d-474c-bc87-7b7478d24056,17,1777344066132598351,1777344066147607351,15.009,0.87872297,936.8237,1051.5505
b60b8918-719d-474c-bc87-7b7478d24056,18,1777344068179449351,1777344068194561351,15.112,0.8951406,916.4825,1011.562
b60b8918-719d-474c-bc87-7b7478d24056,19,1777344068339684351,1777344068394683351,54.999,14.655337,4137.5586,6503.468
b60b8918-719d-474c-bc87-7b7478d24056,20,1777344068564815351,1777344068584929351,20.114,1.2095618,872.34283,990.7791
b60b8918-719d-474c-bc87-7b7478d24056,21,1777344068805058351,1777344068870174351,65.116,14.923995,3225.741,5902.106
b60b8918-719d-474c-bc87-7b7478d24056,22,1777344069160419351,1777344069180422351,20.003,1.4779955,1122.4877,1241.0991
b60b8918-719d-474c-bc87-7b7478d24056,23,1777344069846032351,1777344069951155351,105.123,0.3988747,1626.6,3529.912
b60b8918-719d-474c-bc87-7b7478d24056,24,1777344071592626351,1777344071657761351,65.135,13.821372,3365.5508,5709.313
b60b8918-719d-474c-bc87-7b7478d24056,25,1777344071847871351,1777344071867871351,20.0,1.3290111,922.24524,1017.0828
