recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
08d815c7-b66b-4e0f-86eb-cdf22f889a32,1,1777344526089632675,1777344526289753675,200.121
08d815c7-b66b-4e0f-86eb-cdf22f889a32,2,1777344526895368675,1777344527100489675,205.121
08d815c7-b66b-4e0f-86eb-cdf22f889a32,3,1777344528006348675,1777344528256601675,250.253
08d815c7-b66b-4e0f-86eb-cdf22f889a32,4,1777344528696961675,1777344528897207675,200.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,5,1777344531544660675,1777344531759906675,215.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,6,1777344532490518675,1777344532700765675,210.247
08d815c7-b66b-4e0f-86eb-cdf22f889a32,7,1777344533931877675,1777344534137114675,205.237
08d815c7-b66b-4e0f-86eb-cdf22f889a32,8,1777344536128954675,1777344536369200675,240.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,9,1777344536919690675,1777344537154936675,235.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,10,1777344538551161675,1777344538756407675,205.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,11,1777344539231774675,1777344539477019675,245.245
08d815c7-b66b-4e0f-86eb-cdf22f889a32,12,1777344543050331675,1777344543240579675,190.248
08d815c7-b66b-4e0f-86eb-cdf22f889a32,13,1777344554305756675,1777344554566001675,260.245
08d815c7-b66b-4e0f-86eb-cdf22f889a32,14,1777344559450539675,1777344559640786675,190.247
08d815c7-b66b-4e0f-86eb-cdf22f889a32,15,1777344566857407675,1777344567087653675,230.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,16,1777344567713267675,1777344567928513675,215.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,17,1777344568418879675,1777344568664125675,245.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,18,1777344569349737675,1777344569569983675,220.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,19,1777344571807068675,1777344572022314675,215.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,20,1777344574774765675,1777344574990011675,215.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,21,1777344580580172675,1777344580825406675,245.234
08d815c7-b66b-4e0f-86eb-cdf22f889a32,22,1777344581385896675,1777344581626149675,240.253
08d815c7-b66b-4e0f-86eb-cdf22f889a32,23,1777344582542012675,1777344582827245675,285.233
08d815c7-b66b-4e0f-86eb-cdf22f889a32,24,1777344585129464675,1777344585379702675,250.238
08d815c7-b66b-4e0f-86eb-cdf22f889a32,25,1777344590309239675,1777344590524481675,215.242
08d815c7-b66b-4e0f-86eb-cdf22f889a32,26,1777344594643282675,1777344594843407675,200.125
08d815c7-b66b-4e0f-86eb-cdf22f889a32,27,1777344596129630675,1777344596344876675,215.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,28,1777344599893187675,1777344600113308675,220.121
08d815c7-b66b-4e0f-86eb-cdf22f889a32,29,1777344601109290675,1777344601354536675,245.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,30,1777344603151134675,1777344603396380675,245.246
08d815c7-b66b-4e0f-86eb-cdf22f889a32,31,1777344604377356675,1777344604622477675,245.121
