recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
6c7fb8e3-f781-4e38-89cb-3552c159abcd,1,1777344772508253241,1777344772768501241,260.248
6c7fb8e3-f781-4e38-89cb-3552c159abcd,2,1777344774289867241,1777344774500115241,210.248
6c7fb8e3-f781-4e38-89cb-3552c159abcd,3,1777344775951481241,1777344776211730241,260.249
6c7fb8e3-f781-4e38-89cb-3552c159abcd,4,1777344780170331241,1777344780420579241,250.248
6c7fb8e3-f781-4e38-89cb-3552c159abcd,5,1777344781766821241,1777344782097194241,330.373
6c7fb8e3-f781-4e38-89cb-3552c159abcd,6,1777344782557567241,1777344782872825241,315.258
6c7fb8e3-f781-4e38-89cb-3552c159abcd,7,1777344785139935241,1777344785420300241,280.365
6c7fb8e3-f781-4e38-89cb-3552c159abcd,8,1777344792782131241,1777344793042380241,260.249
6c7fb8e3-f781-4e38-89cb-3552c159abcd,9,1777344797876851241,1777344798086975241,210.124
6c7fb8e3-f781-4e38-89cb-3552c159abcd,10,1777344798982845241,1777344799243100241,260.255
6c7fb8e3-f781-4e38-89cb-3552c159abcd,11,1777344806094429241,1777344806389677241,295.248
6c7fb8e3-f781-4e38-89cb-3552c159abcd,12,1777344810848901241,1777344811139158241,290.257
6c7fb8e3-f781-4e38-89cb-3552c159abcd,13,1777344812625516241,1777344812905773241,280.257
6c7fb8e3-f781-4e38-89cb-3552c159abcd,14,1777344815298001241,1777344815573249241,275.248
6c7fb8e3-f781-4e38-89cb-3552c159abcd,15,1777344817134740241,1777344817464988241,330.248
6c7fb8e3-f781-4e38-89cb-3552c159abcd,16,1777344817745237241,1777344818065610241,320.373
6c7fb8e3-f781-4e38-89cb-3552c159abcd,17,1777344820898218241,1777344821148467241,250.249
6c7fb8e3-f781-4e38-89cb-3552c159abcd,18,1777344822244471241,1777344822574709241,330.238
6c7fb8e3-f781-4e38-89cb-3552c159abcd,19,1777344824671697241,1777344824956945241,285.248
6c7fb8e3-f781-4e38-89cb-3552c159abcd,20,1777344826683572241,1777344826968811241,285.239
6c7fb8e3-f781-4e38-89cb-3552c159abcd,21,1777344839085123241,1777344839330367241,245.244
6c7fb8e3-f781-4e38-89cb-3552c159abcd,22,1777344841717474241,1777344841992847241,275.373
6c7fb8e3-f781-4e38-89cb-3552c159abcd,23,1777344846381834241,1777344846637076241,255.242
6c7fb8e3-f781-4e38-89cb-3552c159abcd,24,1777344851937040241,1777344852197295241,260.255
6c7fb8e3-f781-4e38-89cb-3552c159abcd,25,1777344853448414241,1777344853688655241,240.241
6c7fb8e3-f781-4e38-89cb-3552c159abcd,26,1777344855475269241,1777344855705518241,230.249
6c7fb8e3-f781-4e38-89cb-3552c159abcd,27,1777344856671387241,1777344856996760241,325.373
6c7fb8e3-f781-4e38-89cb-3552c159abcd,28,1777344857287009241,1777344857582257241,295.248
6c7fb8e3-f781-4e38-89cb-3552c159abcd,29,1777344858087754241,1777344858398002241,310.248
6c7fb8e3-f781-4e38-89cb-3552c159abcd,30,1777344860099622241,1777344860374866241,275.244
6c7fb8e3-f781-4e38-89cb-3552c159abcd,31,1777344860650114241,1777344860915894241,265.78
6c7fb8e3-f781-4e38-89cb-3552c159abcd,32,1777344866751394241,1777344866941533241,190.139
6c7fb8e3-f781-4e38-89cb-3552c159abcd,33,1777344867371894241,1777344867647144241,275.25
6c7fb8e3-f781-4e38-89cb-3552c159abcd,34,1777344869654020241,1777344869954407241,300.387
6c7fb8e3-f781-4e38-89cb-3552c159abcd,35,1777344870069395241,1777344870469770241,400.375
6c7fb8e3-f781-4e38-89cb-3552c159abcd,36,1777344872386645241,1777344872661895241,275.25
6c7fb8e3-f781-4e38-89cb-3552c159abcd,37,1777344873973154241,1777344874223395241,250.241
6c7fb8e3-f781-4e38-89cb-3552c159abcd,38,1777344874403521241,1777344874713770241,310.249
6c7fb8e3-f781-4e38-89cb-3552c159abcd,39,1777344875884895241,1777344876135145241,250.25
