recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,1,1777343734252577606,1777343734302702606,50.125,9.546668,3033.094,5003.538
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,2,1777343734597950606,1777343734768074606,170.124,16.901134,3831.793,10631.33
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,3,1777343734963323606,1777343735028322606,64.999,17.82243,4412.683,8153.0405
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,4,1777343735769068606,1777343735809068606,40.0,6.477276,2566.3567,3607.6938
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,5,1777343736464688606,1777343736584813606,120.125,29.012695,4093.9634,7210.8916
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,6,1777343736885061606,1777343737025185606,140.124,32.403965,4853.096,11474.446
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,7,1777343738771799606,1777343738826803606,55.004,14.778609,4295.584,6831.691
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,8,1777343739802792606,1777343739862792606,60.0,15.741816,3903.3938,6556.7905
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,9,1777343740118056606,1777343740178177606,60.121,15.449909,3603.6917,7254.246
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,10,1777343740613537606,1777343740668537606,55.0,15.165634,4040.1516,7169.1133
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,11,1777343742210027606,1777343742260027606,50.0,14.195296,4504.0884,6797.033
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,12,1777343742885648606,1777343742990772606,105.124,13.4573,3246.7593,6847.707
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,13,1777343743296021606,1777343743461144606,165.123,0.6421606,4001.3413,11200.444
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,14,1777343744066766606,1777343744086778606,20.012,1.0990549,910.0151,1067.4949
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,15,1777343744697273606,1777343744747388606,50.115,13.404882,4218.9907,6658.773
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,16,1777343745192759606,1777343745247759606,55.0,14.253137,4133.7856,6662.722
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,17,1777343745998504606,1777343746018504606,20.0,1.1939102,938.5785,1024.9677
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,18,1777343746654125606,1777343746674125606,20.0,1.0762005,841.1589,949.57104
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,19,1777343746944373606,1777343747069501606,125.128,1.0577886,2385.2158,4481.997
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,20,1777343747479879606,1777343747519869606,39.99,4.7417517,1933.1189,2633.616
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,21,1777343747795243606,1777343747830243606,35.0,6.0155287,2478.1262,3569.5903
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,22,1777343748225615606,1777343748415739606,190.124,0.9782135,4260.6885,12452.397
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,23,1777343749461735606,1777343749486733606,24.998,2.0142775,1245.6863,1368.8048
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,24,1777343749862105606,1777343749922105606,60.0,15.2673,4038.6572,7153.137
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,25,1777343750427612606,1777343750487726606,60.114,14.403172,3838.9136,6394.153
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,26,1777343752309340606,1777343752444464606,135.124,0.3290757,3594.722,8298.686
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,27,1777343752974961606,1777343753190217606,215.256,0.680348,3989.8171,14365.337
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,28,1777343753575582606,1777343753605582606,30.0,2.8712928,1493.519,1790.4775
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,29,1777343753955955606,1777343753990955606,35.0,4.5357575,2052.9558,2830.8342
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,30,1777343754621576606,1777343754681576606,60.0,15.516194,4114.044,6865.537
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,31,1777343755177073606,1777343755232072606,54.999,14.252795,3872.7136,6535.3877
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,32,1777343756052817606,1777343756223066606,170.249,0.9790652,3467.324,8222.666
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,33,1777343759946419606,1777343760046544606,100.125,0.9293063,1567.193,2438.9768
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,34,1777343761903282606,1777343761923282606,20.0,1.3059639,1027.8177,1106.0343
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,35,1777343762053406606,1777343762088406606,35.0,6.4976034,2944.7117,3944.2114
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,36,1777343762353654606,1777343762523903606,170.249,1.0242198,3683.6765,10016.611
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,37,1777343764030269606,1777343764105394606,75.125,15.4304285,3279.6506,5109.9946
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,38,1777343764385649606,1777343764485641606,99.992,30.117064,4463.3423,7297.3237
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,39,1777343765236387606,1777343765376511606,140.124,17.779053,3462.7083,9509.394
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,40,1777343768279243606,1777343768304243606,25.0,1.8714226,1170.8408,1343.1746
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,41,1777343768579494606,1777343768639491606,59.997,15.157748,4016.2676,6767.471
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,42,1777343769024864606,1777343769079988606,55.124,14.674461,3674.996,6724.0386
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,43,1777343769800609606,1777343769855734606,55.125,13.679119,3982.8765,6732.3
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,44,1777343770225982606,1777343770326106606,100.124,14.055693,2954.965,6462.505
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,45,1777343770656479606,1777343770676479606,20.0,1.3544232,1052.9535,1111.6539
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,46,1777343770791603606,1777343770966727606,175.124,0.8552984,3492.1184,10448.218
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,47,1777343774439957606,1777343774600080606,160.123,1.1524873,2792.812,8075.3804
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,48,1777343775530950606,1777343775590949606,59.999,14.160422,3802.114,6190.5474
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,49,1777343776001322606,1777343776056447606,55.125,13.979178,4079.9329,6440.667
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,50,1777343777748066606,1777343777818061606,69.995,15.705766,3431.0505,5901.99
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,51,1777343778183442606,1777343778368562606,185.12,15.3539295,2943.217,7456.609
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,52,1777343778854055606,1777343778874055606,20.0,1.340447,1019.7291,1076.1122
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,53,1777343779564675606,1777343779589675606,25.0,1.5726167,987.6047,1128.5769
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,54,1777343780240296606,1777343780275296606,35.0,2.9754746,1331.73,1824.3462
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,55,1777343781136166606,1777343781171166606,35.0,3.5094416,1575.5999,2037.002
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,56,1777343781481420606,1777343781516539606,35.119,5.3940773,2089.598,3344.355
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,57,1777343781731662606,1777343781956911606,225.249,3.4167972,4793.3394,14984.871
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,58,1777343784574395606,1777343784679401606,105.006,20.061592,3746.0757,5976.0176
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,59,1777343785325016606,1777343785375140606,50.124,6.167659,1989.2852,3206.0964
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,60,1777343785660389606,1777343785765523606,105.134,17.212103,3268.7073,6349.974
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,61,1777343786391009606,1777343786476134606,85.125,23.72474,4181.7886,6244.2314
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,62,1777343786776382606,1777343786851507606,75.125,18.809952,4074.422,7205.513
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,63,1777343787041630606,1777343787081630606,40.0,2.7513127,1201.7388,1570.7086
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,64,1777343787492003606,1777343787532127606,40.124,5.961205,2008.0522,3239.8948
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,65,1777343789193617606,1777343789213623606,20.006,1.1100749,872.6509,910.9987
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,66,1777343790399735606,1777343790599984606,200.249,1.2875682,2908.1643,9685.943
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,67,1777343790830108606,1777343790850232606,20.124,1.212084,932.7372,1085.4143
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,68,1777343792221474606,1777343792426598606,205.124,2.4286742,4711.0054,14292.436
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,69,1777343792821984606,1777343792841970606,19.986,1.1821314,1001.148,1059.8284
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,70,1777343794378461606,1777343794413463606,35.002,3.870008,1734.5624,2291.724
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,71,1777343794723709606,1777343794758834606,35.125,6.017152,2488.8955,3619.8015
62f2b5ab-3ebc-4eca-9b65-e763c3a26ea1,72,1777343795284331606,1777343795304331606,20.0,1.1566638,914.39185,1049.5762
