recording id,timestamp [ns],gaze x [px],gaze y [px],azimuth [deg],elevation [deg],worn,fixation id,blink id
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540829315540,873.3899,479.40967,3.5416374,8.520066,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540834315540,872.05396,477.7526,3.4545865,8.628037,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540839319540,871.9991,479.62366,3.450345,8.506509,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540844315540,863.8512,474.56488,2.9173717,8.837001,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540849315540,867.9203,479.04678,3.182984,8.544935,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540854323540,871.6179,475.57748,3.42674,8.769429,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540859315540,871.32166,479.3925,3.4059896,8.521692,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540864314540,872.56287,473.774,3.4893932,8.886329,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540869314540,873.3123,487.30643,3.5338578,8.007057,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540874314540,873.385,485.03653,3.5393765,8.154521,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540879321540,873.3812,485.45914,3.5389872,8.127064,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540884314540,873.6204,484.3117,3.5550587,8.201554,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540889314540,875.40625,482.5117,3.67277,8.318057,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540894325540,876.76855,480.07626,3.76299,8.475903,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540899314540,875.67456,477.8972,3.692045,8.617724,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540904314540,872.58057,476.36935,3.4896255,8.717752,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540909319540,870.71063,476.5626,3.3668664,8.705663,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540914314540,872.5366,473.4588,3.4877882,8.906805,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540919314540,872.79755,473.59824,3.5048635,8.89768,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540924314540,873.89514,476.3429,3.5758839,8.719139,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540929438540,872.5167,478.05124,3.4848442,8.608524,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540934438540,871.2296,475.0419,3.4014478,8.804312,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540939438540,870.3115,475.4566,3.3410552,8.777598,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540944438540,869.50555,475.1576,3.2882714,8.7972145,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540949438540,869.4771,476.32123,3.2860107,8.721639,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540954438540,869.48444,472.608,3.2877524,8.96282,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540959438540,875.19244,472.18442,3.6625795,8.988863,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540964438540,876.2928,472.40753,3.734713,8.974075,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540969439540,876.3732,469.97348,3.7409558,9.132099,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540974438540,875.2828,470.3724,3.6692116,9.1065,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540979438540,875.8153,470.9855,3.7039294,9.066543,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540984437540,872.69495,474.00272,3.4979787,8.871439,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540989437540,878.6873,471.94354,3.89206,9.003528,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540994437540,877.1945,472.50403,3.7938557,8.96756,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340540999437540,873.16986,473.0412,3.5295,8.933757,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541004437540,875.39453,473.48187,3.6753452,8.9045515,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541009437540,875.0883,475.13513,3.6546223,8.79727,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541014437540,876.042,475.49057,3.717057,8.773931,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541019438540,875.8818,475.98465,3.706361,8.741883,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541024437540,877.3349,476.78967,3.8013825,8.689209,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541029446540,876.81134,476.75183,3.767054,8.691812,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541034436540,874.86664,474.4716,3.6403267,8.840423,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541039436540,874.6124,476.90753,3.622739,8.682277,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541044436540,875.3763,478.46045,3.6722715,8.581217,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541049436540,875.3767,472.18265,3.6746757,8.988932,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541054436540,876.08636,471.14438,3.7216606,9.056154,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541059436540,875.03064,470.2167,3.6527166,9.116683,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541064566540,874.9242,472.5183,3.6448414,8.967253,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541069561540,874.6582,471.1501,3.6279094,9.056174,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541074561540,875.3297,471.84882,3.6717184,9.010617,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541079571540,876.077,470.2743,3.7213943,9.112654,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541084561540,874.03595,473.43207,3.5861974,8.908151,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541089560540,874.0194,472.5842,3.5854325,8.963216,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541094561540,873.8971,471.12393,3.5779533,9.058081,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541099560540,872.8228,472.30658,3.5069945,8.981562,1.0,8,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541104560540,875.6846,473.51923,3.6943603,8.902051,1.0,,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541109560540,873.1862,468.52078,3.532273,9.227305,1.0,,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541114560540,874.48865,471.53543,3.6166327,9.031197,1.0,,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541119571540,884.2048,474.66025,4.2529674,8.825492,1.0,,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541124560540,898.29144,499.8253,5.16477,7.187039,1.0,,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541129560540,900.3244,498.87738,5.298205,7.247964,1.0,,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541134564540,898.8906,498.38962,5.204611,7.2800865,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541139563540,899.7594,497.80753,5.261718,7.3176184,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541144564540,904.8412,502.4848,5.5920324,7.0122814,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541149559540,903.0328,500.79257,5.474526,7.1227465,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541154559540,904.1535,499.09717,5.548627,7.232466,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541159559540,903.10876,498.16443,5.4807143,7.2933645,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541164559540,897.7934,500.4586,5.1319103,7.1460576,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541169559540,896.9582,498.61502,5.078061,7.2660437,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541174559540,900.4296,499.17773,5.30496,7.22843,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541179559540,904.07794,502.0361,5.5423226,7.041665,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541184565540,905.00214,500.10242,5.603671,7.1669173,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541189559540,902.0251,500.04544,5.4089494,7.171575,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541194563540,901.1767,499.46442,5.353707,7.2095785,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541199684540,900.01794,502.7816,5.276437,6.9945164,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541204683540,904.00244,500.4696,5.5381083,7.1434007,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541209683540,902.7028,499.1046,5.4537144,7.232453,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541214683540,896.7623,501.07068,5.0641956,7.1066065,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541219683540,898.6208,497.43207,5.187378,7.3423505,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541224683540,901.4554,497.87793,5.3726673,7.3125024,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541229683540,901.1232,494.25647,5.352621,7.547748,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541234683540,901.2395,493.18393,5.360742,7.6173406,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541239683540,896.27356,496.5845,5.034136,7.398119,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541244683540,898.7665,498.21326,5.1965647,7.291575,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541249683540,898.891,498.17715,5.2047267,7.2938833,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541254688540,893.7419,501.25723,4.866503,7.095364,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541259682540,894.968,498.5914,4.9478297,7.268168,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541264682540,899.8947,497.76,5.270597,7.3206577,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541269691540,899.09204,498.31192,5.21782,7.2850723,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541274682540,900.40436,499.0371,5.3033686,7.2375684,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541279682540,899.7137,496.7784,5.2591906,7.3844585,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541284682540,900.4174,497.5726,5.304885,7.3326583,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541289682540,899.9652,499.6267,5.2743673,7.199415,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541294682540,903.7873,497.5147,5.525418,7.335329,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541299682540,900.2363,497.35187,5.2931366,7.3470497,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541304682540,901.4074,495.50275,5.370632,7.466735,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541309682540,901.8428,495.89645,5.3989363,7.441033,1.0,9,
69ce9a6f-ea86-4446-bc3e-5f4731f3e690,1777340541314682540,900.7823,496.8587,5.329091,7.3788986,1.0,9,
