recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
d9c1120c-05d9-4559-9b36-0867c9eb36ef,8,1777344271987975946,1777344272118099946,130.124,26.265152,3969.9722,9315.184
d9c1120c-05d9-4559-9b36-0867c9eb36ef,9,1777344272758720946,1777344272858844946,100.124,31.144491,4996.193,8891.589
d9c1120c-05d9-4559-9b36-0867c9eb36ef,10,1777344273099093946,1777344273199100946,100.007,30.459766,4362.072,6977.009
d9c1120c-05d9-4559-9b36-0867c9eb36ef,11,1777344273399341946,1777344273514470946,115.129,1.3017039,1907.2446,3605.1543
d9c1120c-05d9-4559-9b36-0867c9eb36ef,12,1777344273859713946,1777344273939850946,80.137,18.636204,3832.539,6409.93
d9c1120c-05d9-4559-9b36-0867c9eb36ef,13,1777344274149964946,1777344274225086946,75.122,19.63628,4209.6055,6645.444
d9c1120c-05d9-4559-9b36-0867c9eb36ef,14,1777344274400210946,1777344274550334946,150.124,3.5715075,1565.422,2747.7354
d9c1120c-05d9-4559-9b36-0867c9eb36ef,15,1777344274795583946,1777344274900707946,105.124,36.485054,5492.654,10242.572
d9c1120c-05d9-4559-9b36-0867c9eb36ef,16,1777344275261079946,1777344275306079946,45.0,6.7375054,2464.6343,3587.5142
d9c1120c-05d9-4559-9b36-0867c9eb36ef,17,1777344275701452946,1777344275761576946,60.124,15.480034,4168.2427,6919.3477
d9c1120c-05d9-4559-9b36-0867c9eb36ef,18,1777344275951700946,1777344275981700946,30.0,2.975237,1560.7648,2007.6909
d9c1120c-05d9-4559-9b36-0867c9eb36ef,19,1777344276762452946,1777344276817451946,54.999,14.300403,4140.8335,6587.7393
d9c1120c-05d9-4559-9b36-0867c9eb36ef,20,1777344278519068946,1777344278564184946,45.116,3.5834703,1555.2318,2066.2847
d9c1120c-05d9-4559-9b36-0867c9eb36ef,21,1777344278704310946,1777344278774321946,70.011,14.35775,3432.4363,6151.0024
d9c1120c-05d9-4559-9b36-0867c9eb36ef,22,1777344278974557946,1777344279094556946,119.999,15.773513,3245.3127,7712.914
d9c1120c-05d9-4559-9b36-0867c9eb36ef,23,1777344279469929946,1777344279510053946,40.124,5.3225074,2209.763,3185.6045
d9c1120c-05d9-4559-9b36-0867c9eb36ef,24,1777344279820301946,1777344279870303946,50.002,5.5527267,1759.7345,2754.3997
d9c1120c-05d9-4559-9b36-0867c9eb36ef,25,1777344280305807946,1777344280410805946,104.998,27.698109,3788.5676,8173.213
d9c1120c-05d9-4559-9b36-0867c9eb36ef,26,1777344280560925946,1777344280721171946,160.246,29.124834,3711.029,8509.6455
d9c1120c-05d9-4559-9b36-0867c9eb36ef,27,1777344280986419946,1777344281021419946,35.0,2.6776352,1242.7987,1511.2224
