recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
8425b25b-a8f9-4eed-b0dc-49ee4613066e,1,1777344524590685448,1777344524850928448,260.243
8425b25b-a8f9-4eed-b0dc-49ee4613066e,2,1777344528279157448,1777344528544406448,265.249
8425b25b-a8f9-4eed-b0dc-49ee4613066e,3,1777344531402013448,1777344531662262448,260.249
8425b25b-a8f9-4eed-b0dc-49ee4613066e,4,1777344535791112448,1777344536006249448,215.137
8425b25b-a8f9-4eed-b0dc-49ee4613066e,5,1777344539794838448,1777344540009962448,215.124
8425b25b-a8f9-4eed-b0dc-49ee4613066e,6,1777344544048813448,1777344544364061448,315.248
8425b25b-a8f9-4eed-b0dc-49ee4613066e,7,1777344544904558448,1777344545234806448,330.248
8425b25b-a8f9-4eed-b0dc-49ee4613066e,8,1777344545865428448,1777344546135676448,270.248
8425b25b-a8f9-4eed-b0dc-49ee4613066e,9,1777344547501918448,1777344547797291448,295.373
8425b25b-a8f9-4eed-b0dc-49ee4613066e,10,1777344553187264448,1777344553432511448,245.247
8425b25b-a8f9-4eed-b0dc-49ee4613066e,11,1777344580652725448,1777344580942973448,290.248
8425b25b-a8f9-4eed-b0dc-49ee4613066e,12,1777344589085551448,1777344589300799448,215.248
8425b25b-a8f9-4eed-b0dc-49ee4613066e,13,1777344596662631448,1777344596902882448,240.251
8425b25b-a8f9-4eed-b0dc-49ee4613066e,14,1777344597913753448,1777344598249122448,335.369
8425b25b-a8f9-4eed-b0dc-49ee4613066e,15,1777344601246858448,1777344601602227448,355.369
8425b25b-a8f9-4eed-b0dc-49ee4613066e,16,1777344606131450448,1777344606471698448,340.248
8425b25b-a8f9-4eed-b0dc-49ee4613066e,17,1777344615680824448,1777344615941073448,260.249
8425b25b-a8f9-4eed-b0dc-49ee4613066e,18,1777344618858823448,1777344619129073448,270.25
8425b25b-a8f9-4eed-b0dc-49ee4613066e,19,1777344619414323448,1777344619719577448,305.254
8425b25b-a8f9-4eed-b0dc-49ee4613066e,20,1777344631620696448,1777344631911071448,290.375
8425b25b-a8f9-4eed-b0dc-49ee4613066e,21,1777344635539455448,1777344635779571448,240.116
8425b25b-a8f9-4eed-b0dc-49ee4613066e,22,1777344635934821448,1777344636250071448,315.25
8425b25b-a8f9-4eed-b0dc-49ee4613066e,23,1777344637225950448,1777344637581321448,355.371
8425b25b-a8f9-4eed-b0dc-49ee4613066e,24,1777344637606321448,1777344637896571448,290.25
8425b25b-a8f9-4eed-b0dc-49ee4613066e,25,1777344641239695448,1777344641489954448,250.259
8425b25b-a8f9-4eed-b0dc-49ee4613066e,26,1777344643521833448,1777344643847202448,325.369
8425b25b-a8f9-4eed-b0dc-49ee4613066e,27,1777344646549694448,1777344646794944448,245.25
8425b25b-a8f9-4eed-b0dc-49ee4613066e,28,1777344647070194448,1777344647305454448,235.26
8425b25b-a8f9-4eed-b0dc-49ee4613066e,29,1777344647345448448,1777344647695819448,350.371
8425b25b-a8f9-4eed-b0dc-49ee4613066e,30,1777344647785819448,1777344648056078448,270.259
8425b25b-a8f9-4eed-b0dc-49ee4613066e,31,1777344648116194448,1777344648411453448,295.259
8425b25b-a8f9-4eed-b0dc-49ee4613066e,32,1777344654031693448,1777344654276943448,245.25
8425b25b-a8f9-4eed-b0dc-49ee4613066e,33,1777344657144568448,1777344657484943448,340.375
8425b25b-a8f9-4eed-b0dc-49ee4613066e,34,1777344661443567448,1777344661743942448,300.375
8425b25b-a8f9-4eed-b0dc-49ee4613066e,35,1777344676092314448,1777344676427568448,335.254
8425b25b-a8f9-4eed-b0dc-49ee4613066e,36,1777344689599935448,1777344689795060448,195.125
8425b25b-a8f9-4eed-b0dc-49ee4613066e,37,1777344693168309448,1777344693383434448,215.125
