time,description,position X,position Y,position Z,yawAngle,speedInKmPerHour,speedInMetresPerSecond,localAccelInMetresPerSecond2 X,localAccelInMetresPerSecond2 Y,bodyRotSpeedInRadsPerSecond Yaw,bodyRotAccelInRadsPerSecond Yaw,steering,appliedSteering,rawSteering,steeringVelocity,turningCurvature,throttle,appliedThrottle,rawThrottle,brake,appliedBrake,rawBrake,lightState,road,distanceAlongRoad,offsetFromLaneCenter,standardDeviationFromLaneCenter,distanceToFrontVehicle,TTCToFrontVehicle,laneNumber,laneWidth,laneDirection X,laneDirection Y,laneDirection Z,leftLaneOverLap,rightLaneOverLap
0.0,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.9599609375,3.14159265358979,0.0002907719928771,8.07699980214238e-05,0.0,0,0.0,0.0,-0.0002114688250003,0.0,-0.0002114688250003,0.0,2.3283064365387004e-10,0.0,0.0,0.0,0.531468510627747,0.0,0.531468510627747,,도로 1,500.0,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.3957361918292e-05,0,1,0.0,0.0
0.01,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.9599609375,3.14159265358979,0.0158847854190055,0.0044124403941681,0.0,0,0.0,0.0,-0.0002105590408866,-2.0158442978993302e-09,-0.0002105590408866,0.0,2.3283064365387004e-10,0.0,0.0,0.0,0.532825395828622,5.10222636515643e-06,0.532825395828622,,도로 1,500.0,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.3957361918292e-05,0,1,0.0,0.0
0.02,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.9599609375,3.14159265358979,0.0506314531081222,0.0140642925300339,0.0,0,0.0,0.0,-0.0002105310559272,-7.31769435349624e-08,-0.0002105310559272,0.0,2.3283064365387004e-10,0.0,0.0,0.0,0.532867133617401,0.0001852153667192,0.532867133617401,,도로 1,500.0,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.3957361918292e-05,0,1,0.0,0.0
0.03,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96039659694,3.14159265358979,0.0946760623587961,0.0262989062107767,0.0,0,0.0,0.0,-0.0002101130209293,-2.47720051128461e-07,-0.0002101130209293,0.0,2.3283064365387004e-10,0.0,0.0,0.0,0.532867133617401,0.0006283453629598,0.532867133617401,,도로 1,500.000435659438,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39593305661957e-05,0,1,0.0,0.0
0.04,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96044921875,3.14159265358979,0.14218211788709,0.039495032746414,0.0,0,0.0,0.0,-0.0002100625279126,-5.15499825570372e-07,-0.0002100625279126,0.0,2.3283064365387004e-10,0.0,0.0,0.0,0.532867133617401,0.0013076720485194,0.532867133617401,,도로 1,500.00048828125,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39595683524385e-05,0,1,0.0,0.0
0.05,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96117922352,3.14159265358979,0.189852174562327,0.0527367151562021,0.0,0,0.0,0.0,-0.0002104127642649,-8.89999166298806e-07,-0.0002104127642649,-1.41559973323831e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.536003605547791,0.0022683320692432,0.536003605547791,,도로 1,500.001218286025,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39628684410604e-05,0,1,0.0,0.0
0.06,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96177625177,3.14159265358979,0.236386309104324,0.0656628636400901,0.0,0,0.0,0.0,-0.0002105310559272,-1.39643720756417e-06,-0.0002105310559272,-1.89371585292974e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.003562299532505,0.53706294298172,,도로 1,500.001815314271,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39655693491039e-05,0,1,0.0,0.0
0.07,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96256473387,3.14159265358979,0.281295234073016,0.0781375650202823,0.0,0,0.0,0.0,-0.000210843385411,-1.97216514647009e-06,-0.000210843385411,-1.89371585292974e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0050227364167112,0.53706294298172,,도로 1,500.00260379637,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39691345627248e-05,0,1,0.0,0.0
0.08,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96319731129,3.14159265358979,0.324837416147202,0.0902326155964449,0.0,0,0.0,0.0,-0.0002109998167725,-2.67069399993518e-06,-0.0002109998167725,-1.89371585292974e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0067977820689159,0.53706294298172,,도로 1,500.003236373786,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39719947886019e-05,0,1,0.0,0.0
0.09,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96428660764,3.14159265358979,0.367284745629667,0.102023540452685,0.0,0,0.0,0.0,-0.0002109998167725,-3.4864705346078e-06,-0.0002109998167725,-1.89371585292974e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0088741977402086,0.53706294298172,,도로 1,500.004325670135,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39769188796759e-05,0,1,0.0,0.0
0.1,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.9654472659,3.14159265358979,0.408922648497291,0.113589624582581,0.0,0,0.0,0.0,-0.0002115796640865,-4.39920922958625e-06,-0.0002115796640865,-5.27763432134015e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0111642411519573,0.53706294298172,,도로 1,500.005486328398,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39821665758029e-05,0,1,0.0,0.0
0.11,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96644114577,3.14159265358979,0.449944052018873,0.124984458894131,0.0,0,0.0,0.0,-0.0002119380806107,-5.42445121923301e-06,-0.0002119380806107,-7.36930960556492e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0137458625264246,0.53706294298172,,도로 1,500.006480208274,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39866602435601e-05,0,1,0.0,0.0
0.12,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96775570312,3.14159265358979,0.490386479211314,0.136218466447587,0.0,0,0.0,0.0,-0.0002120917109745,-6.52876655893596e-06,-0.0002120917109745,-7.36930960556492e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0165315771358709,0.53706294298172,,도로 1,500.007794765623,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39926034791171e-05,0,1,0.0,0.0
0.13,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.96921671257,3.14159265358979,0.530216915584238,0.147282476551177,0.0,0,0.0,0.0,-0.0002121727884514,-7.70461983114483e-06,-0.0002121727884514,-7.36930960556492e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0195023403961852,0.53706294298172,,도로 1,500.009255775072,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.39992090836611e-05,0,1,0.0,0.0
0.14,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.97070077061,3.14159265358979,0.569359429311818,0.158155397031061,0.0,0,0.0,0.0,-0.0002121727884514,-9.02048087731396e-06,-0.0002121727884514,-7.36930960556492e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0228331175456952,0.53706294298172,,도로 1,500.010739833106,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.40059188968681e-05,0,1,0.0,0.0
0.15,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.97251006616,3.14159265358979,0.607660552277767,0.168794597854935,0.0,0,0.0,0.0,-0.0002118558999354,-1.03900499455289e-05,-0.0002118558999354,-7.36930960556492e-05,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0263408870946752,0.53706294298172,,도로 1,500.012549128657,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.40140983749306e-05,0,1,0.0,0.0
0.16,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.97415817397,3.14159265358979,0.644995886030914,0.179165523897476,0.0,0,0.0,0.0,-0.0002117034309776,-1.18764727256599e-05,-0.0002117034309776,-0.0001113018664066,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0301290033019997,0.53706294298172,,도로 1,500.014197236473,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.40215495060317e-05,0,1,0.0,0.0
0.17,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.97593295252,3.14159265358979,0.681182369863808,0.189217324962169,0.0,0,0.0,0.0,-0.0002117034309776,-1.34022769159839e-05,-0.0002117034309776,-0.0001280425931327,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.033999762199402,0.53706294298172,,도로 1,500.015972015022,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.4029574153355e-05,0,1,0.0,0.0
0.18,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.97780928642,3.14159265358979,0.716139994023278,0.198927776117577,0.0,0,0.0,0.0,-0.0002115536691623,-1.50116906710757e-05,-0.0002115536691623,-0.0001280425931327,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0381107220887566,0.53706294298172,,도로 1,500.017848348915,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.40380581304631e-05,0,1,0.0,0.0
0.19,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.98001714103,3.14159265358979,0.74977912645413,0.208271979570592,0.0,0,0.0,0.0,-0.0002116131125953,-1.67971275338926e-05,-0.0002116131125953,-0.0001280425931327,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0426289822850401,0.53706294298172,,도로 1,500.020056203532,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.40480402630543e-05,0,1,0.0,0.0
0.2,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.98211758461,3.14159265358979,0.781914617414146,0.217198504837263,0.0,0,0.0,0.0,-0.0002117034309776,-1.86503125324481e-05,-0.0002117034309776,-0.0001280425931327,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0473133175868194,0.53706294298172,,도로 1,500.022156647112,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.40575359619886e-05,0,1,0.0,0.0
0.21,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.98428682748,3.14159265358979,0.812432369147675,0.225675658096576,0.0,0,0.0,0.0,-0.0002117034309776,-2.05580454374334e-05,-0.0002117034309776,-0.0001554474425435,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0521529764301331,0.53706294298172,,도로 1,500.02432588998,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.40673438661316e-05,0,1,0.0,0.0
0.22,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.98669750491,3.14159265358979,0.841251425689897,0.233680951580527,0.0,0,0.0,0.0,-0.0002117034309776,-2.26058792043837e-05,-0.0002117034309776,-0.0001766427012626,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0573480547926293,0.53706294298172,,도로 1,500.026736567408,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.40782433617398e-05,0,1,0.0,0.0
0.23,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.98909314777,3.14159265358979,0.868195409908058,0.241165391641127,0.0,0,0.0,0.0,-0.0002117034309776,-2.4687150302955e-05,-0.0002117034309776,-0.0001766427012626,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0626279589851502,0.53706294298172,,도로 1,500.029132210265,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.4089074092579e-05,0,1,0.0,0.0
0.24,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.99146773336,3.14159265358979,0.893236825355443,0.248121340376512,0.0,0,0.0,0.0,-0.0002117034309776,-2.68401609793009e-05,-0.0002117034309776,-0.0001766427012626,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0680898562443823,0.53706294298172,,도로 1,500.031506795863,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.409981054221e-05,0,1,0.0,0.0
0.25,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.99387113038,3.14159265358979,0.916250468528283,0.254514019035634,0.0,0,0.0,0.0,-0.0002115885643709,-2.91029775156156e-05,-0.0002115885643709,-0.0001766427012626,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0738720369212484,0.53706294298172,,도로 1,500.033910192883,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.41106772297825e-05,0,1,0.0,0.0
0.26,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.99648393543,3.14159265358979,0.937119833496533,0.260311064860148,0.0,0,0.0,0.0,-0.0002114688250003,-3.13942093648774e-05,-0.0002114688250003,-0.0001969659278908,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0797312173781787,0.53706294298172,,도로 1,500.036522997934,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.41224892444186e-05,0,1,0.0,0.0
0.27,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2499.9992875733,3.14159265358979,0.955790505063366,0.265497362517601,0.0,0,0.0,0.0,-0.0002116675508495,-3.37738731323737e-05,-0.0002116675508495,-0.0002202064788434,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0856908010171399,0.53706294298172,,도로 1,500.039326635796,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.41351650219125e-05,0,1,0.0,0.0
0.28,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.00191470569,3.14159265358979,0.972232137313207,0.270064482587002,0.0,0,0.0,0.0,-0.0002119380806107,-3.62962714109149e-05,-0.0002119380806107,-0.0002202064788434,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0919767821689193,0.53706294298172,,도로 1,500.041953768188,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.41470437879149e-05,0,1,0.0,0.0
0.29,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.004571101,3.14159265358979,0.986280964567167,0.273966934601991,0.0,0,0.0,0.0,-0.0002119380806107,-3.89687946249393e-05,-0.0002119380806107,-0.0002202064788434,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.0987491006527016,0.53706294298172,,도로 1,500.044610163498,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.41590529542251e-05,0,1,0.0,0.0
0.3,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.00740417284,3.14159265358979,0.997706307365052,0.277140640934737,0.0,0,0.0,0.0,-0.0002121412513557,-4.16939967334943e-05,-0.0002121412513557,-0.0002202064788434,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.105550259756748,0.53706294298172,,도로 1,500.04744323534,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.41718614322352e-05,0,1,0.0,0.0
0.31,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.01011463286,3.14159265358979,1.00650440348417,0.27958455652338,0.0,0,0.0,0.0,-0.0002124075690517,-4.43794010511771e-05,-0.0002124075690517,-0.0002202064788434,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.112211307299007,0.53706294298172,,도로 1,500.050153695363,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.41841168163878e-05,0,1,0.0,0.0
0.32,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.01310721694,3.14159265358979,1.01264841761262,0.281291227114618,0.0,0,0.0,0.0,-0.0002122962994703,-4.71015782742953e-05,-0.0002122962994703,-0.0002417681843943,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.119158533508418,0.53706294298172,,도로 1,500.05314627944,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.41976470690435e-05,0,1,0.0,0.0
0.33,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.01588140582,3.14159265358979,1.01607667326631,0.282243520351752,0.0,0,0.0,0.0,-0.0002121727884514,-4.98985503892343e-05,-0.0002121727884514,-0.0002657020231708,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.126305842735468,0.53706294298172,,도로 1,500.055920468321,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.42101895938794e-05,0,1,0.0,0.0
0.34,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.01864749316,3.14159265358979,1.01669707024727,0.282415852846463,0.0,0,0.0,0.0,-0.0002121727884514,-5.27390486838726e-05,-0.0002121727884514,-0.0002657020231708,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.133495862165126,0.53706294298172,,도로 1,500.058686555656,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.42226954956046e-05,0,1,0.0,0.0
0.35,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.02137614158,3.14159265358979,1.01449594708618,0.281804429746161,0.0,0,0.0,0.0,-0.0002116512962699,-5.54991062439367e-05,-0.0002116512962699,-0.0002657020231708,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.140836375744853,0.53706294298172,,도로 1,500.061415204075,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.42350331001927e-05,0,1,0.0,0.0
0.36,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.02411303594,3.14159265358979,1.0093719903749,0.280381108437471,0.0,0,0.0,0.0,-0.0002112342917826,-5.82894085569846e-05,-0.0002112342917826,-0.0002657020231708,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.148200761704641,0.53706294298172,,도로 1,500.064152098439,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.4247406826073e-05,0,1,0.0,0.0
0.37,[user's car] 차량 Coupe_LHD,4010.56176757812,5.5,2500.02703557237,3.14159265358979,1.00134461833918,0.278151282871993,0.0,0,0.0,0.0,-0.0002112342917826,-6.12469715821211e-05,-0.0002112342917826,-0.0002657020231708,2.3283064365387004e-10,0.0,0.0,0.0,0.53706294298172,0.155720363863994,0.53706294298172,,도로 1,500.06707463487,0.0,0.0,NAN,NAN,1,4.52452564239502,-2.4260619581829e-05,0,1,0.0,0.0
