recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,1,1777343380984300269,1777343381314666269,330.366
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,2,1777343392925349269,1777343393120596269,195.247
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,3,1777343399156125269,1777343399341366269,185.241
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,4,1777343400482347269,1777343400662594269,180.247
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,5,1777343415636466269,1777343415851712269,215.246
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,6,1777343425976039269,1777343426171286269,195.247
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,7,1777343433883403269,1777343434078649269,195.246
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,8,1777343434589141269,1777343434809262269,220.121
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,9,1777343436941225269,1777343437191471269,250.246
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,10,1777343443807606269,1777343443992856269,185.25
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,11,1777343453251441269,1777343453461563269,210.122
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,12,1777343454152300269,1777343454347422269,195.122
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,13,1777343458506349269,1777343458706470269,200.121
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,14,1777343469948457269,1777343470153718269,205.261
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,15,1777343479372451269,1777343479557576269,185.125
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,16,1777343486999570269,1777343487179820269,180.25
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,17,1777343490237692269,1777343490457942269,220.25
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,18,1777343494036314269,1777343494211438269,175.124
7b2ef3c7-166d-4072-933c-0fa27d5a9c8c,19,1777343498740684269,1777343498895812269,155.128
