recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
2ca60e8e-201b-49a1-b377-8c58744591b1,1,1777340782989630716,1777340783019637716,30.007,2.8069246,1479.4889,1849.869
2ca60e8e-201b-49a1-b377-8c58744591b1,2,1777340783565120716,1777340783605244716,40.124,7.417369,2515.1724,4379.0923
2ca60e8e-201b-49a1-b377-8c58744591b1,3,1777340783730242716,1777340783770367716,40.125,8.830955,3295.9697,4842.7393
2ca60e8e-201b-49a1-b377-8c58744591b1,4,1777340790916992716,1777340790982006716,65.014,16.112078,3637.2424,6284.855
2ca60e8e-201b-49a1-b377-8c58744591b1,5,1777340792583588716,1777340792653587716,69.999,16.220285,3575.3533,6190.6113
2ca60e8e-201b-49a1-b377-8c58744591b1,6,1777340792923832716,1777340792948832716,25.0,1.6041306,990.4298,1057.454
2ca60e8e-201b-49a1-b377-8c58744591b1,7,1777340794149936716,1777340794210060716,60.124,15.8715725,3691.5583,7240.457
2ca60e8e-201b-49a1-b377-8c58744591b1,8,1777340794960796716,1777340795025795716,64.999,15.540527,3755.6843,5805.921
2ca60e8e-201b-49a1-b377-8c58744591b1,9,1777340796056781716,1777340796086777716,29.996,1.8882116,993.8887,1207.095
2ca60e8e-201b-49a1-b377-8c58744591b1,10,1777340797047639716,1777340797077759716,30.12,1.7359109,960.79865,1225.6234
2ca60e8e-201b-49a1-b377-8c58744591b1,11,1777340797338005716,1777340797368004716,29.999,2.44946,1249.6788,1497.5479
2ca60e8e-201b-49a1-b377-8c58744591b1,12,1777340797558126716,1777340797618250716,60.124,13.8607645,3581.7725,6108.5576
2ca60e8e-201b-49a1-b377-8c58744591b1,13,1777340798483985716,1777340798544109716,60.124,15.970739,3697.944,7009.632
2ca60e8e-201b-49a1-b377-8c58744591b1,14,1777340804529629716,1777340804589634716,60.005,14.236561,3505.6414,6097.86
2ca60e8e-201b-49a1-b377-8c58744591b1,15,1777340805330364716,1777340805445487716,115.123,15.354792,2877.3245,6662.8594
2ca60e8e-201b-49a1-b377-8c58744591b1,16,1777340806341347716,1777340806421345716,79.998,21.171555,4199.533,5532.2964
