recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
c6b1ee29-0c20-4451-be66-97c2642c3139,12,1777344290030530073,1777344290205777073,175.247,26.878832,3875.4514,7129.233
c6b1ee29-0c20-4451-be66-97c2642c3139,13,1777344290320900073,1777344290355907073,35.007,3.2768927,1745.3905,2379.3042
c6b1ee29-0c20-4451-be66-97c2642c3139,14,1777344290666144073,1777344290811266073,145.122,33.794003,5148.664,16004.61
c6b1ee29-0c20-4451-be66-97c2642c3139,15,1777344291136636073,1777344291166635073,29.999,2.8500938,1422.2645,1747.417
c6b1ee29-0c20-4451-be66-97c2642c3139,16,1777344291522004073,1777344291767254073,245.25,33.12701,3865.239,7162.152
c6b1ee29-0c20-4451-be66-97c2642c3139,17,1777344292307740073,1777344292462862073,155.122,32.477207,5819.375,12043.969
c6b1ee29-0c20-4451-be66-97c2642c3139,18,1777344292617996073,1777344292647984073,29.988,6.051014,3555.2883,4349.147
c6b1ee29-0c20-4451-be66-97c2642c3139,19,1777344292878230073,1777344292913229073,34.999,4.373928,2069.8162,2748.7334
c6b1ee29-0c20-4451-be66-97c2642c3139,20,1777344293453733073,1777344293478720073,24.987,1.9000447,1190.0137,1337.3079
c6b1ee29-0c20-4451-be66-97c2642c3139,21,1777344293864088073,1777344293889212073,25.124,2.3424585,1364.0754,1664.2855
c6b1ee29-0c20-4451-be66-97c2642c3139,22,1777344294319580073,1777344294369579073,49.999,13.599212,3561.639,6875.613
c6b1ee29-0c20-4451-be66-97c2642c3139,23,1777344294514701073,1777344294559829073,45.128,11.820733,4144.906,6178.3906
c6b1ee29-0c20-4451-be66-97c2642c3139,24,1777344294895079073,1777344294950194073,55.115,18.53064,5300.1714,8690.988
c6b1ee29-0c20-4451-be66-97c2642c3139,25,1777344295320437073,1777344295475684073,155.247,19.024212,4094.8308,9282.015
c6b1ee29-0c20-4451-be66-97c2642c3139,26,1777344296691788073,1777344296726787073,34.999,2.451018,1149.8909,1621.0637
c6b1ee29-0c20-4451-be66-97c2642c3139,27,1777344296957033073,1777344296992033073,35.0,3.7368877,1688.6329,2286.2693
c6b1ee29-0c20-4451-be66-97c2642c3139,28,1777344297482524073,1777344297507523073,24.999,1.7660872,1071.2699,1201.1498
c6b1ee29-0c20-4451-be66-97c2642c3139,29,1777344299319242073,1777344299729609073,410.367,2.0062103,2227.6003,6295.9
c6b1ee29-0c20-4451-be66-97c2642c3139,30,1777344300585344073,1777344300605349073,20.005,1.2012287,955.8881,1060.007
c6b1ee29-0c20-4451-be66-97c2642c3139,31,1777344300925713073,1777344300960713073,35.0,3.856577,1661.0471,2344.3945
c6b1ee29-0c20-4451-be66-97c2642c3139,32,1777344301311082073,1777344301341081073,29.999,1.8782092,977.3256,1242.2333
c6b1ee29-0c20-4451-be66-97c2642c3139,33,1777344302522195073,1777344302547190073,24.995,2.1825273,1334.583,1648.1415
c6b1ee29-0c20-4451-be66-97c2642c3139,34,1777344302977552073,1777344303007684073,30.132,2.126373,1119.4606,1443.7908
